titles,authors,nums,peoples
我讓最想被擁抱的男人給威脅了 5,桜日梯子/東立/2018-9-5/NTD130,8.5,(93人评价)
宜春香質,(明)醉西湖新月主人著/基本書坊/2008年12月15日/NT$270,7.0,(257人评价)
Fuck buddy－ファックバディ－,ひなこ/ふゅーじょんぷろだくと/2018-5-24/JPY756,8.2,(194人评价)
Coyote 郊狼 Ⅰ,座裏屋蘭丸/東立/2017-5-26/NT140,8.7,(312人评价)
王子の箱庭,緒川千世/大洋図書/2012-4-26/JPY680,7.8,(568人评价)
我都听你的,睡芒、魅丽文化/广东旅游出版社/2020-4/38元,7.0,(18人评价)
职业替身（中）,水千丞/威向/2013-11-13/NT240,7.1,(597人评价)
滿城衣冠 二,金十四釵、七十二變四/葭霏文創/2018-9/NTD300,8.9,(107人评价)
在黑暗中,金十四钗/百花洲文艺出版社/2020-1/38.80元,7.2,(47人评价)
偽裝學渣,木瓜黃/威向/2019-5-30/NTD380,7.7,(534人评价)
穆然,孤君,6.7,(466人评价)
无声深处,赭砚/威向文化/2003.10.20/180元,8.3,(2335人评价)
满城衣冠,,7.6,(290人评价)
第十年,郑二/零壹工作室/35.00,8.8,(1388人评价)
未名湖畔的爱与罚,逆旅主人/1900,8.6,(735人评价)
歲月間（下）,靜水邊、yk-u/威向/2015-9-16/NT240,7.6,(236人评价)
JACKASS!,スカーレット・ベリ子/郭名珊/東立/2017-1-11/NT140,8.7,(317人评价)
祕愛色譜 (1),はらだ/蔡孟婷/台灣角川/2016-11-17/NT130,8.6,(223人评价)
王子病的春天 上,非天夜翔作、腐狸繪/凌雲工作室/2013-3/NT$370,8.5,(889人评价)
夜與朝之歌,はらだ/黃盈琪/東販/2017-2-6/NT140,7.0,(181人评价)
b-Boy HONEY (1)~乳首特集,大和名瀬、池玲文、環レン、千歳ぴよこ、日向せいりょう、笹村剛、かゆまみむ、和泉棒子、陸奥、小嶋ララ子/リブレ出版/2009年11月30日/940円(税込),6.5,(164人评价)
杀青,天下溪/中国华侨出版社/2016-2-19/CNY32.80,8.0,(475人评价)
九宗罪之心理实验,Priest/作家出版社/2014-6/35.80元,7.1,(709人评价)
眼中星,蓝淋/北京时代华文书局/2017-12-1/CNY35.00,6.5,(93人评价)
憂鬱之朝(08),日高ショーコ/尖端/2019-9-27/140NTD,9.5,(56人评价)
被写界深度 上,苑生/大洋図書/2017-9-1/JPY770,9.2,(152人评价)
巴甫洛夫的狗（全两册）,极川/没谱工作室/2019-12/NTD660,8.2,(38人评价)
銅錢龕世 上卷,木蘇里、山魂(繪)/葭霏文創出版社/2018-4/NTD330,7.7,(130人评价)
銅錢龕世 下卷,木蘇里、山魂(繪)/葭霏文創出版社/2018-4/NTD330,7.3,(115人评价)
好生開車,羅再說/墨扉/NTD650,7.8,(63人评价)
警官，借個膽愛你,香小陌、広/凌雲工作室/2015-7/NTD930,8.1,(125人评价)
Killing stalking: 4,Koogi/EdizioniBD/2017-11-16,9.4,(206人评价)
奢侈品男人,桔子树/云南人民出版社/2008-11/26.80元,7.7,(3638人评价)
喪病大學 四,顏涼雨、PSD/平心工作室/2018-2-22/NTD330,8.5,(141人评价)
黑貓男友的溢愛方法 1,左京亞也、左京亜也/長鴻/2016-2-16/NT140,8.2,(67人评价)
相思门,菖蒲/接力出版社/2006-1-1/16.8,8.4,(2411人评价)
弟弟就愛騷擾我,魚ともみ/東立/2018-2-7/NTD130,7.6,(52人评价)
炮楼,巫哲/世界知识出版社/2017-12-1/CNY35.00,7.5,(217人评价)
锦衣卫,非天夜翔/崇文书局/2014-12/50.00元,7.8,(863人评价)
愛に血迷え!,日塔てい/東京漫画社/2015-6-30/JPY700,7.0,(47人评价)
七爷,priest/2013,7.5,(870人评价)
唇诺,冠盖满京华/大道出版社/2007/68.00,8.4,(2181人评价)
不离2,西子绪、白马时光出品/百花洲文艺出版社/2019-11/45元,6.5,(41人评价)
一觉醒来听说我结婚了,木瓜黄,6.8,(121人评价)
濯纓（上卷）,唐酒卿/墨扉/2019-11/NT$300,8.4,(26人评价)
有药,七英俊/长江出版社/2016-12/35.00元,8.0,(431人评价)
恋人们的森林,（日）森茉莉/谢同宇/译林出版社/2016-11/38.00,6.7,(486人评价)
戀人再見、朋友歡迎再來,yoha/東立/2018-10-9/NTD140,6.8,(32人评价)
俺のパンツが人質にとられています,春田/一迅社/2016-3-15/JPY734,7.8,(109人评价)
思凡,公子欢喜/龙马/2007-07-20,8.0,(3203人评价)
軍區大院,泡泡雪兒、広/凌雲工作室/2015-7/NT550,8.1,(294人评价)
異国色恋浪漫譚,やまねあやの/コアマガジン/2003/04/JPY680,8.2,(579人评价)
只有花知道(01),寶井理人/賴芯葳/尖端/2011-10-25/NT120,8.9,(1264人评价)
保健室のヒミツ,日羽フミコ/徳間書店/2012-8-25/JPY650,6.8,(43人评价)
格差天堂1,緒川千世/陳姿君/東立出版社/2015-8-6/NT130元,7.7,(303人评价)
MODS—乞愛之徒—,ナツメカズキ/尖端/2017-7-28/NT150,7.9,(145人评价)
クロネコ彼氏のアソビ方,左京亜也/新書館/2012-9-29/JPY630,8.3,(406人评价)
ケダモノアラシ-kiss me baby!,黒井モリー/海王社/2019-3-9/JPY745,6.4,(少于10人评价)
按捺不住的浪蕩男,南条つぐみ/郭名珊/NT130/2015-12-30,7.8,(37人评价)
非卖品,蓝淋/鲜欢文化有限公司/08/09/2006/190元,7.2,(3472人评价)
妓楼の軍人,犬飼のの、笠井あゆみ/幻冬舎コミックス/2015-2-17/JPY626,6.9,(70人评价)
非職業半仙,拉棉花糖的兔子/平心出版/NTD1320,6.5,(77人评价)
奪夢,非天夜翔/平心出版/NTD1980,7.2,(109人评价)
グルメのふくらみ,赤星ジェイク/東京漫画社/2016-11-4/JPY720,8.4,(57人评价)
四代目・大和辰之,スカーレット・ベリ子/新書館/2015-7-30/JPY680,8.0,(480人评价)
一銀幣一磅的惡魔,星河蛋撻/留守番工作室/2017-12/NT350,9.3,(153人评价)
夺锋,黑水白山/世界知识出版社/2017-4/35.00元,8.1,(122人评价)
アオイトリ,木原音瀬、峰島なわこ/リブレ/2020-1-17/JPY979,8.6,(42人评价)
哇!今夜哪里有鬼!,黯然销混蛋/重庆出版社/2007-1/22.00元,8.6,(1897人评价)
ボーイミーツマリア,PEYO/フランス書院/2018-11-28/JPY756,9.2,(96人评价)
不可抗力 上,藍淋/鮮歡/2005年06月02日/NT$180,7.9,(3028人评价)
我要這盛世美顏有何用,拉棉花糖的兔子/平心工作室/2020-6/NTD330,7.8,(19人评价)
请别太过分,ねこ田米藏/晨星/NT100,8.0,(768人评价)
牧神的午后,于睫/單行道同人誌/2005年7月29日/新台幣180元,7.9,(1626人评价)
簪纓問鼎 一,捂臉大笑/葭霏文創/NTD330,8.7,(28人评价)
酔いどれ恋をせず,橋本あおい/新書館/2017-9-1/JPY680,7.1,(38人评价)
格差天堂2,緒川千世/陳姿君/東立/2016-11-9/NT130,7.4,(143人评价)
相见欢 中卷,非天夜翔/长江出版社/2017-5/38.00元,8.8,(430人评价)
薔薇くい姫・枯葉の寝床,森茉莉/講談社/1996-7-10/987円,6.9,(少于10人评价)
陳傷（全套）,回南雀/沒譜文化出版社/2020-2/NTD670,8.0,(45人评价)
捨てないでマイヒーロー 2,ひもだQ/リブレ/2019-7-10/JPY712,7.6,(21人评价)
과호흡,"뿡빵뀨/디앤씨미디어/2018-10-5/KRW26,800",8.3,(72人评价)
鳳于九天之一魂落西雷,风弄/威向文化/2004-01-28,8.3,(2084人评价)
ＲＥＶＥＲＳＥ,ゆいつ/コアマガジン/2018-12-25/JPY720,8.6,(81人评价)
有休オメガ,藤峰式/ふゅーじょんぷろだくと/2019-3-25/JPY756,7.5,(67人评价)
閉上眼睛也能看見光,丸木戸マキ/尤靜慧/東立/2018-9-19/NTD130,8.4,(56人评价)
血咒聖痕 1,黒乃奈々絵/李韋葶/東立/2006-9-6/NT$95,8.9,(761人评价)
乱世为王（上卷）,顾雪柔/浙江人民美术出版社/2014-6-1/32.00元,8.7,(1316人评价)
セラピーゲーム 下,日ノ原巡/新書館/2018-12-28/JPY680,7.6,(78人评价)
兄弟限定! 2,如月弘鷹/角川書店/2007/03/588,7.6,(204人评价)
GIVEN 被贈與的未來(03),キヅナツキ/尖端/2018-5-11/NTD140,9.5,(113人评价)
ドラッグレス・セックス,エンゾウ/竹書房/2016-8-27/JPY702,7.4,(119人评价)
小神仙(上下),吕天逸/世界知识/2017-05-01/59.8,7.2,(180人评价)
入戲(上),童子、木言/威向/2017-6-7/NT300,9.0,(31人评价)
世界上的另一个我,徐徐图之/长江出版社/2018-12/36.80元,6.8,(201人评价)
探索者的俘虜,やまねあやの/東販/2018-4-23/NTD140,8.8,(46人评价)
Coyoto郊狼 II,座裏屋蘭丸/東立/2018-12-26/NTD180,9.2,(160人评价)
御者（全三册）,折一枚針/沒譜文化出版社/2019-12/NTD939,8.3,(25人评价)
前夫高能,絕世貓痞/威向/2018-11,7.1,(97人评价)
空與原(全),中村明日美子/紙屋/尖端出版/2012-9-24/NTD150,9.0,(610人评价)
不离,西子绪/百花洲文艺出版社/2019-10/45.00元,6.5,(148人评价)
悍匪,香小陌、広/凌雲工作室/2014-2/NTD1280,6.2,(147人评价)
浮声记,渝州夜来/24.0,8.6,(117人评价)
Tempo Tango,吐維/留守番/2013-4/300元,9.2,(169人评价)
キューピッドに落雷 追撃,鈴丸みんた/東京漫画社/2019-11-29/JPY759,8.9,(46人评价)
純愛ドロップアウト,三坂ニウム/竹書房/2019-7-5/JPY702,8.0,(43人评价)
喪病大學 二,顏涼雨、PSD/平心工作室/2018-2-22/NTD330,8.1,(125人评价)
喪病大學 三,顏涼雨、PSD/平心工作室/2018-2-22/NTD330,8.2,(100人评价)
何以非凡 上,就醬、原若森/平心工作室/2017-2-9/NTD330,8.4,(27人评价)
没有来生,月下桑著作/世界知识出版社/2016-3-1/CNY98.40,8.7,(334人评价)
S.C.I.謎案集 第四季 04,耳雅、Ao-7/平心工作室/2018-12-14/NTD300,7.8,(78人评价)
離婚前後,喪心病狂的瓜皮/沒譜/NTD690,6.4,(86人评价)
课后辅导,靠靠/威向/2012-5-15/NTD190,7.2,(35人评价)
清明记,清朗/聿书馆文化/2006-06-16,8.4,(784人评价)
末日曙光Ⅱ,非天夜翔/湖南人民出版社/2013-10/25.80元,8.7,(609人评价)
麒麟·戰爭之王·浴血南珈,桔子樹/宇河文化/2013-2-1/NTD360,9.4,(1078人评价)
不期而愛 第一部,MAME、Kanapy、芝士餡蛋捲/天府泰劇/長鴻/2019-9-27/NTD320,7.7,(少于10人评价)
金牌助理(下),非天夜翔、貓樹/平心工作室/2014-12-10/NT300,5.2,(661人评价)
Killing stalking: 3,Koogi/EdizioniBD/2017-10-5,9.0,(183人评价)
療傷遊戲 下,日ノ原巡/東立/2019-4-3/NTD195,8.4,(146人评价)
俺の部下がエロい妄想をやめてくれない,背筋/笠倉出版社/2019-8-24/JPY756,7.6,(16人评价)
魔王 I,月下桑/世界知识出版社/2017-9/59.80元,7.7,(146人评价)
剪刀上的蘑菇,吐維(toweimy)/2009/264.00,8.6,(749人评价)
兎の森 1,苑生/大洋図書/2019-10-4/JPY759,8.8,(120人评价)
混音人生,孫黯/留守番/NT$750,8.2,(214人评价)
日出處天子1,山岸凉子/東立出版社/75元,9.4,(410人评价)
家長指引,卡比丘/葭霏文創/NTD150,6.6,(95人评价)
十里红莲艳酒2,天籁纸鸢/旺福/2011-3-11/190元,8.1,(642人评价)
十里红莲艳酒3,天籁纸鸢/旺福/2011-3-15/190元,8.1,(607人评价)
丑皇（上）,易人北/鲜欢文化/2009/190新台币,8.2,(1500人评价)
霍乱江湖（上）,北南/广东旅游出版社/2020-5/42.80元,8.9,(16人评价)
世界一初恋 ~小野寺律の場合2~,中村春菊/角川書店/2009/JPY588,9.1,(1333人评价)
龍圖案卷集（卷一）:斷頭刀,耳雅、椰汁/葭霏文創/2017-12-29/NTD250,8.4,(77人评价)
NTRえっち,春田/芳文社/2018-11-29/JPY670,7.1,(40人评价)
犹记多情,清静/威向/2005/08/19/NT180,8.6,(2033人评价)
歡迎來到BL研究社！,春田/尖端/2017-8-16/NT140,7.7,(76人评价)
缺月之犬,ウノハナ/皇子/尖端出版社/2016-7-1/150新台币,8.1,(43人评价)
香味的繼承 上,中村明日美子/東立/2017-2-22/NT130,9.2,(273人评价)
原来你在这里,D君/宁波出版社/2019-11/42.80元,8.3,(38人评价)
一刀春色,陈小菜/2012-2-6/240.00,7.7,(560人评价)
オールドファッションカップケーキ,佐岸左岸/大洋図書/2020-1-4/JPY803,9.3,(116人评价)
败絮藏金玉(上),酥油饼/湖南美术出版社/2013-11-20/25.00,8.2,(896人评价)
败絮藏金玉(下),酥油饼/湖南美术出版社/2013-11-20/25.00,8.3,(674人评价)
原始再来（上下册）,月下桑/世界知识出版社/2015-4-30/59.6元,8.3,(380人评价)
逆锋,水千丞/长江出版社/2018-9/36.80元,8.1,(255人评价)
晨曦 上,周而复始/威向文化/2007-07-05/(1)NT180(2)同人志型态出版,8.3,(2727人评价)
甜蜜的房间,[日]森茉莉/王蕴洁/译林出版社/2016-1/39.00,7.1,(530人评价)
ムカつく同僚とセフレになりました,U/竹書房/2017-10-7/JPY702,6.3,(33人评价)
天宝伏妖录 卷四,非天夜翔/羊城晚报出版社/2019-8/56.00元,8.2,(97人评价)
GIVEN 被贈與的未來(02),キヅナツキ/H/尖端/2016-11-23/NT130,9.0,(162人评价)
BANANA FISH 全19巻 (フラワーコミックス),吉田秋生/小学館/2003-09-10/JPY77.81,9.3,(421人评价)
少年嗜好やんちゃっ子スペシャル,モエールパブリッシング/2007/01,,(59人评价)
酷くしないで,ねこ田米蔵/リブレ出版/2007-1-10/JPY617,8.3,(417人评价)
無雙,夢溪石/平心出版/2019-8-12,7.7,(49人评价)
當外科醫生遇上內科醫生,立野真琴/東立/2013-3-14/130,7.0,(43人评价)
天王,天籁纸鸢/甘肃人民美术出版社/2011-12-8/29.80元,7.9,(1055人评价)
S.C.I.謎案集 第二季 01,耳雅、Ao-7/平心工作室/2017-3-2/NT300,6.8,(133人评价)
绝爱-BRONZE-,尾崎南/日本集英社-台湾东立/1999-03-05/NT$90,8.7,(2583人评价)
少年啊！要光耀耽美2,美樹麻樹/青文出版社/2009/NT120,8.7,(513人评价)
目を閉じても光は見えるよ,丸木戸マキ/ホーム社/2017-12-25/JPY745,8.1,(100人评价)
紅塵有幸識丹青,阿堵/留守番/2015-8/NTD680,8.1,(198人评价)
年下彼氏の恋愛管理癖,桜日梯子/竹書房/2013-7-17/JPY690,6.9,(265人评价)
それでも俺のものになる 1,高崎ぼすこ/KADOKAWA/2016-11-1/JPY648,7.4,(42人评价)
花瓶 上,困困/威向文化/2012-10-9/NT190,7.5,(246人评价)
筆直,七世有幸/威向/2019-5-15/NTD380,7.7,(29人评价)
西北有高楼 上,穆卿衣/木更工作室/2014-8/NT＄390,8.5,(299人评价)
一个钢镚儿,巫哲/北京燕山出版社/2019-8-1/35.00元,8.0,(224人评价)
九转丹砂,小周123/倍乐文化/2005-08,7.8,(905人评价)
GIVEN 被贈與的未來(04),キヅナツキ/尖端/2018-12-5/NTD140,9.7,(116人评价)
キミに眠る俺の罪,ミナカミ理玖/一迅社/2017-1-30/JPY734,,(20人评价)
鬼服兵團 01,顏涼雨、九月紫、kshnnn-奈奈/平心工作室/2016-8-17/NT330,7.7,(103人评价)
鬼服兵團 05,顏涼雨、九月紫、kshnnn-奈奈/平心工作室/2016-8-17/NT330,7.9,(45人评价)
鲜满宫堂,绿野千鹤/98.00元,8.1,(309人评价)
不离：大结局,西子绪、白马时光出品/百花洲文艺出版社/2020-1/45元,7.0,(55人评价)
六月の七星 1,カスカベアキラ/幻冬舎/2019-3-22/JPY748,8.5,(24人评价)
紳士的僕人 上,脂肪顆粒/平心工作室/2016-5-19/NT300,8.1,(115人评价)
写实派高糖,吕天逸/江苏凤凰文艺出版社/2019-2/36.80元,7.7,(85人评价)
你在夏日之中,古矢渚/東立/NTD150,8.9,(98人评价)
天鹅奏鸣曲,E伯爵/黄山书社/2011-6/28.00元,8.3,(855人评价)
岌岌可危,夏小正/没谱出版社/2019-9-28,7.7,(13人评价)
東京巴比倫(01),CLAMP/connie/東販/2009/06/24/130元,8.7,(788人评价)
消極之愛,はらだ/東販/2017-4-15/NT140,8.8,(226人评价)
脫處之路,那木渡/長鴻/2019-8-16/140NT,6.6,(49人评价)
枫霁,小乐,9.0,(232人评价)
緋色誘惑 1,山根綾乃/尖端/2006-3-13/NTD130,8.6,(25人评价)
殊途,蓝淋/威向/2005-10-05,8.4,(2450人评价)
悲惨大学生活(上),风弄/威向/2003-09-20,6.8,(1838人评价)
悲惨大学生活(下),风弄/威向/2003-09-20,6.8,(1544人评价)
我才不會喜歡上你這種傢伙,緒川千世/張凱倫/尖端/2014-8-4/NT$130,8.0,(211人评价)
國家一級註冊驅魔師上崗培訓通知 中,非天夜翔/2015-8-5/NT$330,8.6,(252人评价)
クリムゾン・スペル (3),やまねあやの/徳間書店/2009-3-25/JPY580,8.4,(145人评价)
镇魂·大结局,Priest/贵州人民出版社/2019-5/49.80元,8.8,(226人评价)
臣服（下）,墨青城/威向/2015-1-21/NT220,7.7,(80人评价)
愛在末路之境,水城雪可奈/曾雅伶/東販/2010/NT130,9.0,(189人评价)
鬼與天國 上,お吉川京子、阿賀直己/東立/2019-12-18/140元,8.9,(97人评价)
法外之徒,卡比丘/威向/2017-6-7/NT220,7.9,(398人评价)
制服侵略之浸淫蓝天,风夜昕/新月/2010/6/7,6.8,(72人评价)
マザーズ スピリット,エンゾウ/徳間書店/2015-11-25/JPY648,7.8,(206人评价)
王子病的春天·中,非天夜翔、繪者：腐狸/淩雲工作室/2013-3/NT370.00,8.5,(533人评价)
Zetsuai 01,尾崎南/NinaOlligschläger/CarlsenVerlagGmbH/2000-11/JPY9.75,8.5,(5674人评价)
堕トシ合イ,もづ九/三交社/2019-12-25/JPY737,7.7,(21人评价)
10 count (第3集),宝井理人/趙秋鳳/東立/2015-9-2/NT$130,8.1,(362人评价)
最後的守衛（上）,Priest/威向有限公司/2015-12/50.00元,7.9,(179人评价)
查無此人,配菜太咸、梁酩/木更工作室/2017-8-10/NTD330,9.0,(82人评价)
微臣,公子欢喜/龙马/2007-12-28,7.9,(1897人评价)
暮云深,戎葵/江苏凤凰文艺出版社/2018-1/45.00元,8.7,(228人评价)
ドS秘書の激愛調教,くるわ亜希/オークラ出版/2012-11-12/JPY680,6.5,(27人评价)
Mother’s Spirit,エンゾウ/aitsae/東立/2016-4-13/NT130,7.7,(174人评价)
江山多少年 上,大风刮过/威向文化/2008-07-08,8.0,(1502人评价)
厄运缠身,风溯君,8.6,(124人评价)
探索者的羽翼,やまねあやの/東販/2018-3-21/NTD140,8.3,(50人评价)
優柔有情人 (2),水城雪可奈/IceBlue/晶采工作室發行/2009-11/NT160元,9.2,(192人评价)
夺锋2,黑水白山/世界知识出版社/2018-3/38.00元,8.9,(43人评价)
媚の凶刃 1,池玲文/リブレ出版/2014-5-10/JPY650,8.3,(105人评价)
飘洋过海中国船 上卷,非天夜翔/平心工作室/2014-2-5/70.00元,7.6,(322人评价)
乱世为王（下卷）,顾雪柔/浙江人民美术出版社/2014-6-20/32.00元,8.8,(771人评价)
恋をするつもりはなかった,鈴丸みんた/ホーム社/2019-9-25/JPY745,7.7,(74人评价)
≠ ノットイコール（2）,池玲文/リブレ出版/2012-1-10/630円,8.6,(217人评价)
被写界深度 下,苑生/大洋図書/2017-9-1/JPY730,9.2,(147人评价)
入戲(下),童子、木言/威向/2017-6-7/NT300,9.3,(48人评价)
你是不是关注我,吕天逸/世界知识出版社/2018-9/39.80元,8.4,(12人评价)
God of the Atoms,FranciesP.Xavier/MotilalUKBooksofIndia/2006/GBP6.50,9.0,(175人评价)
八田百田,はらだ/東販/2017-3-17/NT130,8.4,(258人评价)
ヤリチン☆ビッチ部 １,おげれつたなか/幻冬舎コミックス/2016-3-24/JPY734,8.4,(82人评价)
成化十四年：全集,梦溪石/北京联合出版有限公司/2019-10/156元,8.7,(20人评价)
兩小無嫌猜（①② 橫排版）,北南/威向有限公司/2019-8/TWD760,7.5,(148人评价)
为兄,困倚危楼/广东旅游出版社/2018-12/45.00元,7.1,(80人评价)
赤色劇場,緒川千世/尖端/2018-6-15/NTD150,7.8,(83人评价)
星期戀人(02)FRIDAY→SUNDAY,橘紅緒、寶井理人/熊次郎/尖端/2016-12-2/NT200,8.7,(85人评价)
青龍圖騰 第一卷,淮上、張壯壯(繪)、符殊(繪)/葭霏文創出版社/2017-12/NTD330,6.9,(294人评价)
S.C.I.謎案集,耳雅/平心工作室/2016-10-27/NTD300元,6.7,(204人评价)
童子手札,童子/威向/2018-10/NTD300,9.2,(86人评价)
憂鬱な朝 4,日高ショーコ/徳間書店/2012-7-25/JPY680,9.6,(501人评价)
保鑣,香小陌、広/凌雲工作室/2015-3/NTD1280,7.8,(56人评价)
属性SとM 愛の乳首クリップ編,彬りか/ジュネット/2012-1-31/JPY680,6.4,(18人评价)
ララの結婚 1,ためこう/リブレ/2018-10-10,7.1,(151人评价)
一分鐘教你人肉搜索,吐維/留守番/2016-12/NTD350,9.1,(172人评价)
一替成名,Superpanda、WEHIP/威向/2018-8/NTD380,6.4,(54人评价)
10 count (第2集),宝井理人/趙秋鳳/東立/2015-1-7/NT$130,8.5,(508人评价)
はじめては全部彼のご馳走,五月女えむ/竹書房/2017-1-7/JPY702,6.9,(29人评价)
抱かれたい男1位に脅されています。,桜日梯子/リブレ出版/2014-2-10/JPY660,7.0,(200人评价)
S.C.I.謎案集 第四季 01,耳雅、Ao-7/平心工作室/2018-9/NTD300,7.6,(73人评价)
S.C.I.謎案集 第四季 02,耳雅、Ao-7/平心工作室/2018-10-11/NTD300,7.6,(73人评价)
蜜の詰まった上司,佳門サエコ/芳文社/2008,6.6,(56人评价)
格差天堂 3,緒川千世/東立/2018-1-24/NTD130,8.1,(127人评价)
花都之中,寶井理人/熊次郎/尖端/2014-8-5/NT$130,8.8,(349人评价)
匠心,毛厚,8.2,(47人评价)
麒麟·戰爭之王·劫後重生,桔子樹/宇河文化/2013-2-1/NTD360,9.4,(1040人评价)
蝶と花の関係性,akabeko/竹書房/2017-2-7/JPY702,8.5,(119人评价)
薫りの継承(上),中村明日美子/リブレ出版/2015-8-10/JPY679,8.8,(401人评价)
八田百田 3,はらだ/東販/2017-8-14/NT130,9.1,(182人评价)
不期而愛 第一部,MAME、Kanapy、芝士餡蛋捲/天府泰劇/長鴻/2019-9-27/NTD320,,(14人评价)
八田百田 2,はらだ/東販/2017-8-14/NT130,9.1,(186人评价)
与时光擦肩而过,非天夜翔/百花文艺出版社/2016-6-1/56.8,8.5,(221人评价)
少年メイドクーロ君,柊柾葵/松文館/2005-11/JPY950,5.1,(59人评价)
夜谈蓬莱店,菖蒲/接力出版社/2005-8/14.80元,8.1,(1638人评价)
Killing stalking: 2,Koogi/EdizioniBD/2017-9-7,9.0,(258人评价)
生贄のお勤めは、,博士/一迅社/2019-12-13/JPY759,8.7,(49人评价)
帝师,来自远方/中国华侨出版社/2018-8/98.00元,7.1,(176人评价)
囀る鳥は羽ばたかない 3,ヨネダコウ/大洋図書/2015-6-1/JPY700,9.3,(251人评价)
把我變成壞孩子 01,灰田ナナコ/東立/2019-10-23/130NTD,7.0,(34人评价)
二零一三,非天夜翔、疾速k/凌雲工作室/2013-6/NTD1280,7.3,(197人评价)
捉迷藏HONEY,鳶田瀬ケビン/東立/2018-10-24/NTD130,6.7,(45人评价)
歡迎來到噩夢遊戲 II 上,薄暮冰輪、千二百/平心出版/2019-3-14/NTD330,7.6,(58人评价)
濯纓 （下卷）,唐酒卿/墨扉/2019-11/NT$300,8.2,(25人评价)
S.C.I.謎案集 第三季 01,耳雅/平心工作室/2017-9-4/NT300,6.8,(90人评价)
快感マッサージ,桜井りょう/リブレ出版/2013-12-10/JPY660,6.9,(26人评价)
鬼服兵團 03,顏涼雨、九月紫、kshnnn-奈奈/平心工作室/2016-8-17/NT330,7.8,(46人评价)
逐浪（上）,余酲/vialactea/CAD34.99,8.2,(少于10人评价)
繋いだ恋の叶え方,吉尾アキラ/コアマガジン/2020-3-3,8.5,(23人评价)
皇叔 上,大風颳過/威向/2012-1-10/NT190,8.6,(576人评价)
估算錯誤的心,緒川千世/張芳馨/東立/2013-7-31/NT$130,8.7,(623人评价)
情歌,控而已/溯年组/2017-11-18,9.1,(164人评价)
少年殘像,由貴香織里/猴/東立/2004-11-18/85元,9.0,(215人评价)
ワンルームエンジェル,はらだ/祥伝社/2019-3-25/JPY756,8.5,(267人评价)
天宝伏妖录 卷五,非天夜翔/羊城晚报出版社/2019-11/56.00元,7.4,(87人评价)
4P!,わかちこ/マガジン・マガジン/2017-6-29/JPY700,8.4,(32人评价)
向我开炮,大姨妈/2007-9-16,8.6,(1211人评价)
沉舟(3),楚寒衣青/凌雲工作室/2014-12/NT460,8.6,(189人评价)
昊天纪·御兽师,玄色/湖南人民出版社/2013-5-1/25.80元,7.4,(186人评价)
纽约纽约,罗川真理茂/大然出版社/1998-08-05,8.9,(2614人评价)
αがαを抱く方法,ときしば/三交社/2019-4-10/JPY724,6.6,(51人评价)
みっともない恋,森世/ふゅーじょんぷろだくと/2015-7-24/JPY729,7.2,(77人评价)
上赶着不是买卖,金大,7.7,(87人评价)
我讓最想被擁抱的男人給威脅了 4,桜日梯子/東立/2018-1-31/NTD130,7.8,(85人评价)
さよならアルファ,市梨きみ/リブレ/2017-7-10/JPY690,7.5,(90人评价)
浮世星光·重生,青罗扇子/金城出版社/2011-9-1/28.80元,8.2,(279人评价)
被雙胞胎兒子同時盯上了,佳門サエコ/李芝儀/青文/2015-7-18/NT130,7.1,(54人评价)
サラブレッドはなびかない,佐倉リコ/KADOKAWA/2019-10-15/JPY748,6.9,(22人评价)
江山多少年 中,大风刮过/威向/2008-07-08,8.0,(976人评价)
可以觸碰你的深處嗎,吉尾アキラ/東立/2018-11-21/NTD130,7.3,(72人评价)
穿著制服的那一天,中村明日美子/東立/2017-2-22/NT130,8.5,(131人评价)
戏精宿舍,龙妹（著)、芒果（绘）/文化发展出版社/2020-6-1/45,8.7,(94人评价)
黑貓男友的寵愛方法 2,左京亜也、左京亞也/长鸿出版社/2015-2-14/140元,8.1,(152人评价)
天庭出版集團 一,拉棉花糖的兔子、阿嘎/平心出版/2018-4-2/NTD300,8.3,(32人评价)
重生之名流巨星,青罗扇子/湖南文艺出版社/2012-3-25/29.80元,7.4,(1430人评价)
同学关系？,子雾啊/世界知识出版社/2016-8/38,7.6,(193人评价)
戀愛暴君 2,高永ひなこ/台湾东贩/2005/NT.120,8.8,(1148人评价)
還債,奶口卡/北美/2019,7.5,(少于10人评价)
漂亮朋友,卡比丘/没谱文化出版社/2020-6/NTD300,7.8,(18人评价)
泥中之蓮,ためこう/尤靜慧/東立/2016-12-21/NT130,7.8,(286人评价)
10 count 5,宝井理人/趙秋鳳/東立/2016-10-28/NT130,7.0,(232人评价)
ハングアウトクライシス,おわる/竹書房/2015-10-17/JPY710,8.4,(106人评价)
奴隸標記,はらだ/田心宇/尖端出版/2015-8-18,8.5,(238人评价)
歡迎來到噩夢遊戲 I 下,薄暮冰輪、千二百/平心工作室/2017-12-11/NTD330,9.1,(96人评价)
晚安梁逍,它似蜜/出格文化有限公司/HK$90,8.9,(24人评价)
恋する暴君 5,高永ひなこ/海王社/2009/6/10/630,8.6,(565人评价)
靛藍色的心情,丸木戸マキ/東立/2018-7-18/NTD130,8.6,(429人评价)
夜をわたる月の船,木原音濑/蒼竜社/2009年11月20日/税込価格：¥945（本体：¥900）,8.7,(766人评价)
